exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links,diagram_id
2024,令和6年度（実技）,41,single,不動産,FP3級;実技;三答択,"借地借家法に基づく定期借地権に関する下表の空欄（ア）～（ウ）にあてはまる語句の組み合わせと
して、最も適切なものはどれか。

種類 一般定期借地権 事業用定期借地権等 建物譲渡特約付借地権
存続期間 （ ア ）以上 １０年以上５０年未満 ３０年以上
契約方法 （ イ ） （ ウ ） 制限なし
契約終了時の
建物
原則として借地人は建
物を取り壊して土地を
返還する
原則として借地人は建
物を取り壊して土地を
返還する
借地権設定者が建物を買
い取る",,,,,,（ア）３０年 （イ）制限なし     （ウ）公正証書等の書面,（ア）５０年 （イ）制限なし     （ウ）公正証書,（ア）５０年 （イ）公正証書等の書面 （ウ）公正証書,,3,FALSE,FALSE,source_id=fp3_202405_q011; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は3です。一般定期借地権は存続期間50年以上で、契約は公正証書による等書面で行います。事業用定期借地権等は存続期間10年以上50年未満で、契約は公正証書によらなければなりません。建物譲渡特約付借地権は存続期間30年以上で、契約方法に特別な制限はありません。,,,,,,fp3-jitsugi-202405-q011
2024,令和6年度（実技）,42,single,リスク管理,FP3級;実技;三答択,大下秀雄さんが加入している生命保険（下記,"＜資料＞参照）の保障内容に関する次の記述の空欄（ア）
にあてはまる金額として、正しいものはどれか。なお、保険金および給付金の支払事由が生じたときに
おいて、特約を含む保険契約は有効に継続しているものとする。また、秀雄さんはこれまでに＜資料＞
の保険から保険金および給付金を一度も受け取っていないものとする。

＜資料＞

無配当定期保険特約付終身保険 保険証券番号△△△－□□□□
保険契約者 大下 秀雄 様
 ◆契約日（保険期間の始期）
２０××年×月×日
◆主契約の保険期間
終身
◆主契約の保険料払込期間
３０年
◆特約の保険期間
１０年
（８０歳まで自動更新）
被保険者 大下 秀雄 様
契約年齢 ５０歳 男性

受取人 死亡保険金
大下 寧々 様（妻）

■ご契約内容 ■お払い込みいただく合計保険料
終身保険金額（主契約保険金額）       ２００万円
定期保険特約保険金額           ２,５００万円
災害割増特約保険金額           ２,０００万円
災害入院特約 入院５日目から     日額 ５,０００円
疾病入院特約 入院５日目から     日額 ５,０００円
※約款所定の手術を受けた場合、手術の種類に応じて入院給
付金日額の１０倍・２０倍・４０倍の手術給付金を支払い
ます。
 毎回 ×,×××円
［保険料払込方法］
月払い

※入院給付金の１入院当たりの限度日数は１２０日、通算限度日数は１,０９５日です。
※１８０日以内に同じ病気で再度入院した場合は１回の入院とみなします。

秀雄さんが、現時点で交通事故により死亡（入院・手術なし）した場合、保険会社から支払われる
保険金および給付金は、合計（ ア ）である。",,,,,２００万円,"２,７００万円","４,７００万円",,3,FALSE,FALSE,source_id=fp3_202405_q012; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は3です。交通事故で死亡した場合、終身保険金200万円、定期保険特約保険金2,500万円、災害割増特約保険金2,000万円が支払われます。入院や手術はしていないため、災害入院給付金や手術給付金は支払われません。合計は200万円＋2,500万円＋2,000万円＝4,700万円です。",,,,,,fp3-jitsugi-202405-q012
2024,令和6年度（実技）,43,single,リスク管理,FP3級;実技;三答択,"会社員の大久保さんが加入している生命保険について、死亡保険金が一時金として支払われた場合の
課税関係に関する次の記述のうち、最も適切なものはどれか。",,,,,,"保険契約者（保険料負担者）および被保険者が大久保さん、死亡保険金受取人が大久保さんの妻の
場合、妻が受け取った死亡保険金は贈与税の課税対象となる。","保険契約者（保険料負担者）が大久保さん、被保険者が大久保さんの妻、死亡保険金受取人が大久
保さんの場合、大久保さんが受け取った死亡保険金は所得税・住民税の課税対象となる。","保険契約者（保険料負担者）が大久保さん、被保険者が大久保さんの妻、死亡保険金受取人が大久
保さんの子の場合、子が受け取った死亡保険金は相続税の課税対象となる。",,2,FALSE,FALSE,source_id=fp3_202405_q013; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は2です。保険金の課税関係は、保険料負担者、被保険者、受取人の関係で判定します。保険料負担者と死亡保険金受取人が同じで、被保険者が別人の場合、受け取った死亡保険金は所得税・住民税の課税対象です。保険料負担者と被保険者が同じ場合は相続税、保険料負担者・被保険者・受取人がすべて異なる場合は贈与税の対象になります。,,,,,,fp3-jitsugi-202405-q013
2024,令和6年度（実技）,44,single,リスク管理,FP3級;実技;三答択,"ＦＰの沖田さんは、相談者の斉藤さんから地震保険に関する質問を受けた。地震保険に関する沖田さ
んの次の説明のうち、最も不適切なものはどれか。なお、地震保険とは「地震保険に関する法律」に定
める地震保険契約に係る保険をいうものとする。",,,,,,「地震保険は火災保険などとセットで契約するため、単独での契約はできません。 」,「地震保険の保険料は、建物の所在地によって異なります。 」,「地震保険では、自動車も家財として補償の対象となります。 」,,3,FALSE,FALSE,source_id=fp3_202405_q014; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は3です。地震保険は火災保険などに付帯して契約するもので、単独では契約できません。また、保険料は建物の所在地や構造などによって異なります。一方、自動車は地震保険における家財の補償対象には含まれません。,,,,,,fp3-jitsugi-202405-q014
2024,令和6年度（実技）,45,single,タックスプランニング,FP3級;実技;三答択,中岡さん（６８歳）の当年分の収入が下記,"＜資料＞のとおりである場合、中岡さんの当年分の所得税
における総所得金額として、正しいものはどれか。なお、記載のない事項については一切考慮しないこ
ととする。

＜資料＞
内容 金額
アルバイト収入  ５０万円
公的年金の老齢年金 ３００万円
※アルバイト収入は給与所得控除額を控除する前の金額である。
※老齢年金は公的年金等控除額を控除する前の金額である。

＜給与所得控除額の速算表＞
給与等の収入金額 給与所得控除額
 １６２.５万円 以下 ５５万円
１６２.５万円 超 １８０万円 以下 収入金額×４０％－ １０万円
１８０万円 超 ３６０万円 以下 収入金額×３０％＋  ８万円
３６０万円 超 ６６０万円 以下 収入金額×２０％＋ ４４万円
６６０万円 超 ８５０万円 以下 収入金額×１０％＋１１０万円
８５０万円 超  １９５万円（上限）

＜公的年金等控除額の速算表＞
納税者区分 公的年金等の収入金額（Ａ）
公的年金等控除額
公的年金等に係る雑所得以外の所得
に係る合計所得金額
１,０００万円 以下
６５歳以上の者
 ３３０万円 以下 １１０万円
３３０万円 超 ４１０万円 以下 （Ａ）×２５％＋ ２７.５万円
４１０万円 超 ７７０万円 以下 （Ａ）×１５％＋ ６８.５万円
７７０万円 超 １,０００万円 以下 （Ａ）× ５％＋１４５.５万円
１,０００万円 超  １９５.５万円",,,,,１８５万円,１９０万円,２４０万円,,2,FALSE,FALSE,source_id=fp3_202405_q015; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は2です。アルバイト収入50万円は給与所得控除55万円以下なので、給与所得は0円です。65歳以上で公的年金収入300万円の場合、公的年金等控除額は110万円なので、公的年金等に係る雑所得は300万円－110万円＝190万円です。したがって総所得金額は190万円です。,,,,,,fp3-jitsugi-202405-q015
2024,令和6年度（実技）,46,single,タックスプランニング,FP3級;実技;三答択,会社員の近藤さんの退職に係るデータが下記,"＜資料＞のとおりである場合、近藤さんの所得税におけ
る退職所得の金額として、正しいものはどれか。なお、近藤さんは役員であったことはなく、退職は障
害者になったことに基因するものではない。また、前年以前に受け取った退職金はないものとする。

＜資料＞
支給された退職一時金 ４,４００万円
勤続年数 ３８年",,,,,１４０万円,"１,１７０万円","２,３４０万円",,2,FALSE,FALSE,source_id=fp3_202405_q016; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は2です。退職所得控除額は、勤続年数が20年超の場合、800万円＋70万円×(勤続年数－20年)で求めます。800万円＋70万円×18年＝2,060万円です。退職所得の金額は、(4,400万円－2,060万円)×1/2＝1,170万円です。",,,,,,fp3-jitsugi-202405-q016
2024,令和6年度（実技）,47,single,タックスプランニング,FP3級;実技;三答択,"高橋さんは、２０年前に購入し、現在居住している自宅の土地および建物を売却する予定である。売
却に係る状況が下記","＜資料＞のとおりである場合、所得税における課税長期譲渡所得の金額として、正
しいものはどれか。なお、課税長期譲渡所得の金額が最も少なくなるように計算すること。

＜資料＞

譲渡価額（合計） ：６,５００万円
取得費（合計） ：２,１００万円
譲渡費用（合計） ：２００万円
※居住用財産を譲渡した場合の３,０００万円特別控除の特例の適用を受けるものとする。
※所得控除は考慮しないこととする。",,,,,６００万円,"１,２００万円","１,４００万円",,2,FALSE,FALSE,source_id=fp3_202405_q017; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は2です。長期譲渡所得は、譲渡価額から取得費と譲渡費用を差し引いて求めます。6,500万円－2,100万円－200万円＝4,200万円です。居住用財産の3,000万円特別控除を適用すると、課税長期譲渡所得は4,200万円－3,000万円＝1,200万円です。",,,,,,fp3-jitsugi-202405-q017
2024,令和6年度（実技）,48,single,相続・事業承継,FP3級;実技;三答択,"森隆男さん（被相続人）の＜親族関係図＞が下記のとおりである場合、民法上の相続人および法定相
続分の組み合わせとして、最も適切なものはどれか。なお、記載のない事項については一切考慮しない
こととする。","森隆男さん（被相続人）の＜親族関係図＞が下記のとおりである場合、民法上の相続人および法定相
続分の組み合わせとして、最も適切なものはどれか。なお、記載のない事項については一切考慮しない
こととする。

＜親族関係図＞

※妙子さんは期限内に家庭裁判所で手続きを行い、適法に相続を放棄した。

妙子（※）
綾子
森 隆男
（被相続人）
龍子
元貴
吉春
（すでに死亡）",,,,,綾子 ２／３  妙子 １／３,綾子 ２／３  龍子 １／６  吉春 １／６,綾子 ３／４  龍子 １／８  吉春 １／８,,3,FALSE,FALSE,source_id=fp3_202405_q018; diagram_type=needs_svg; diagram_kind=family_tree; diagram_status=pending_manual_trace; html_reproduction=planned,正解は3です。被相続人に子がなく、父はすでに死亡し、母の妙子さんは相続放棄をしています。直系尊属が相続人にならないため、配偶者の綾子さんと兄弟姉妹が相続人になります。配偶者と兄弟姉妹が相続人の場合、配偶者の法定相続分は3/4、兄弟姉妹全体で1/4です。兄弟姉妹の龍子さんと吉春さんが1/4を等分し、それぞれ1/8となります。,,,,,,fp3-jitsugi-202405-q018
2024,令和6年度（実技）,49,single,相続・事業承継,FP3級;実技;三答択,"藤田信二さん（被相続人）の＜親族関係図＞および＜相続に係る相続税の課税遺産総額（課税価格の
合計額から遺産に係る基礎控除額を控除した金額)＞が下記のとおりである場合、信二さんの相続に係
る相続税の総額として、正しいものはどれか。","藤田信二さん（被相続人）の＜親族関係図＞および＜相続に係る相続税の課税遺産総額（課税価格の
合計額から遺産に係る基礎控除額を控除した金額)＞が下記のとおりである場合、信二さんの相続に係
る相続税の総額として、正しいものはどれか。

＜親族関係図＞

＜相続に係る相続税の課税遺産総額（課税価格の合計額から遺産に係る基礎控除額を控除した金額)＞
８,０００万円

＜相続税の速算表＞
法定相続分に応ずる取得金額 税率 控除額
 １,０００万円 以下 １０％ －
１,０００万円 超 ３,０００万円 以下 １５％    ５０万円
３,０００万円 超 ５,０００万円 以下 ２０％   ２００万円
５,０００万円 超 １億円 以下 ３０％   ７００万円
１億円 超 ２億円 以下 ４０％ １,７００万円
２億円 超 ３億円 以下 ４５％ ２,７００万円
３億円 超 ６億円 以下 ５０％ ４,２００万円
６億円 超  ５５％ ７,２００万円

良枝
藤田 信二
（被相続人）
桜子
咲江",,,,,５００万円,"１,１００万円","１,７００万円",,2,FALSE,FALSE,source_id=fp3_202405_q019; diagram_type=needs_svg; diagram_kind=family_tree; diagram_status=pending_manual_trace; html_reproduction=planned,"正解は2です。相続税の総額は、課税遺産総額を法定相続分で取得したものとして計算します。相続人は配偶者の良枝さんと子2人なので、法定相続分は良枝さん1/2、咲江さんと桜子さんが各1/4です。課税遺産総額8,000万円を分けると、良枝さん4,000万円、子は各2,000万円です。税額は良枝さんが4,000万円×20％－200万円＝600万円、子は各2,000万円×15％－50万円＝250万円で、合計1,100万円です。",,,,,,fp3-jitsugi-202405-q019
2024,令和6年度（実技）,50,single,相続・事業承継,FP3級;実技;三答択,"西川さん（３１歳）が当年中に贈与を受けた財産の価額と贈与者は以下のとおりである。西川さんの
当年分の贈与税額として、正しいものはどれか。なお、記載のない事項については一切考慮しないこと
とする。

・ 西川さんの祖父からの贈与 現金３７０万円
・ 西川さんの祖母からの贈与 現金１８０万円","＜贈与税の速算表＞
（イ）１８歳以上の者が直系尊属から贈与を受けた財産の場合（特例贈与財産、特例税率）
基礎控除後の課税価格 税率 控除額
 ２００万円 以下 １０％ －
２００万円 超 ４００万円 以下 １５％  １０万円
４００万円 超 ６００万円 以下 ２０％  ３０万円
６００万円 超 １,０００万円 以下 ３０％  ９０万円
１,０００万円 超 １,５００万円 以下 ４０％ １９０万円
１,５００万円 超 ３,０００万円 以下 ４５％ ２６５万円
３,０００万円 超 ４,５００万円 以下 ５０％ ４１５万円
４,５００万円 超  ５５％ ６４０万円

（ロ）上記（イ）以外の場合（一般贈与財産、一般税率）
基礎控除後の課税価格 税率 控除額
 ２００万円 以下 １０％ －
２００万円 超 ３００万円 以下 １５％  １０万円
３００万円 超 ４００万円 以下 ２０％  ２５万円
４００万円 超 ６００万円 以下 ３０％  ６５万円
６００万円 超 １,０００万円 以下 ４０％ １２５万円
１,０００万円 超 １,５００万円 以下 ４５％ １７５万円
１,５００万円 超 ３,０００万円 以下 ５０％ ２５０万円
３,０００万円 超  ５５％ ４００万円",,,,,３６万円,５８万円,８０万円,,2,FALSE,FALSE,,正解は2です。贈与税は、その年に受けた贈与財産を合計して基礎控除110万円を差し引きます。祖父と祖母はいずれも直系尊属で、西川さんは18歳以上なので特例税率を使います。贈与額合計は370万円＋180万円＝550万円、基礎控除後の課税価格は440万円です。速算表より、440万円×20％－30万円＝58万円となります。,,,,,,
2025,令和7年度（学科・三答択）,1,single,ライフプランニングと資金計画,FP3級;学科;三答択,"Ａさんの可処分所得（年間）の金額は、下記の〈資料〉によれば、 （   ）である。

〈資料〉Ａさんの年間収入等
給与収入    ： 800万円（給与所得 ： 610万円）
所得税・住民税 ：  60万円
社会保険料   ： 100万円
生命保険料   ：  10万円",,,,,,450万円,630万円,640万円,,3,FALSE,FALSE,,正解は3です。可処分所得は、年収から所得税・住民税と社会保険料を差し引いて求めます。生命保険料は家計上の支出ですが、可処分所得の計算では差し引きません。800万円－60万円－100万円＝640万円です。,,,,,,
2025,令和7年度（学科・三答択）,2,single,ライフプランニングと資金計画,FP3級;学科;三答択,"全国健康保険協会管掌健康保険に任意継続被保険者として加入することができる期間
は、任意継続被保険者となった日から最長で（   ）である。",,,,,,１年,２年,５年,,2,FALSE,FALSE,,正解は2です。協会けんぽなどの健康保険の任意継続被保険者として加入できる期間は、任意継続被保険者となった日から最長2年間です。退職後の公的医療保険の選択肢としてよく出る数字です。,,,,,,
2025,令和7年度（学科・三答択）,3,single,ライフプランニングと資金計画,FP3級;学科;三答択,"65歳到達時に老齢基礎年金の受給資格期間を満たしている者が、70歳０カ月で老齢基
礎年金の繰下げ支給の申出をし、支給開始を60カ月繰り下げた場合、老齢基礎年金の増
額率は（   ）となる。",,,,,,30％,36％,42％,,3,FALSE,FALSE,,正解は3です。老齢基礎年金の繰下げによる増額率は、1カ月当たり0.7％です。60カ月繰り下げた場合、0.7％×60カ月＝42％の増額となります。,,,,,,
2025,令和7年度（学科・三答択）,4,single,ライフプランニングと資金計画,FP3級;学科;三答択,"遺族厚生年金を受給することができる遺族の範囲は、厚生年金保険の被保険者等の死
亡の当時、その者によって生計を維持され、かつ、所定の要件を満たす（   ）とさ
れ、そのうち最も優先順位の高い者に遺族厚生年金が支給される。",,,,,,配偶者、子、父母,配偶者、子、父母、孫、祖父母,配偶者、子、父母、孫、祖父母、兄弟姉妹,,2,FALSE,FALSE,,正解は2です。遺族厚生年金を受けられる遺族は、死亡した人に生計を維持されていた配偶者、子、父母、孫、祖父母のうち、所定の要件を満たす人です。兄弟姉妹は遺族厚生年金の遺族の範囲に含まれません。,,,,,,
2025,令和7年度（学科・三答択）,5,single,ライフプランニングと資金計画,FP3級;学科;三答択,"住宅金融支援機構と民間金融機関が提携した住宅ローンであるフラット35（買取型）
の融資金利は（ ① ）であり、借入れをする際には、保証人が（ ② ）である。",,,,,,① 固定金利   ② 不要,① 固定金利   ② 必要,① 変動金利   ② 必要,,1,FALSE,FALSE,,正解は1です。フラット35は、住宅金融支援機構と民間金融機関が提携して提供する全期間固定金利型の住宅ローンです。借入れにあたって保証人は不要で、保証料もかかりません。,,,,,,
2025,令和7年度（学科・三答択）,6,single,リスク管理,FP3級;学科;三答択,"国内で事業を行う損害保険会社が破綻した場合、自動車損害賠償責任保険（自賠責保
険）について、損害保険契約者保護機構による補償割合は（   ）である。",,,,,,80％,90％,100％,,3,FALSE,FALSE,,正解は3です。損害保険会社が破綻した場合でも、自賠責保険については損害保険契約者保護機構により100％補償されます。自賠責保険は被害者保護のための強制保険である点が背景です。,,,,,,
2025,令和7年度（学科・三答択）,7,single,リスク管理,FP3級;学科;三答択,"生命保険会社が（   ）を引き下げた場合、通常、その後の終身保険の新規契約
の保険料は高くなる。",,,,,,予定利率,予定死亡率,予定事業費率,,1,FALSE,FALSE,,正解は1です。予定利率は、保険会社が保険料計算に用いる運用利回りの前提です。予定利率が下がると、運用で見込める収益が少なくなるため、通常、終身保険などの新規契約の保険料は高くなります。,,,,,,
2025,令和7年度（学科・三答択）,8,single,リスク管理,FP3級;学科;三答択,"自動車損害賠償責任保険（自賠責保険）の保険金の支払限度額は、加害車両が１台の
場合、 被害者１人につき、 死亡による損害については （ ① ） 、 傷害による損害につい
ては（ ② ） 、後遺障害による損害については障害の程度に応じて75万円から4,000万
円である。",,,,,,"① 3,000万円   ② 120万円","① 4,000万円   ② 150万円","① 5,000万円   ② 200万円",,1,FALSE,FALSE,,"正解は1です。自賠責保険の支払限度額は、被害者1人につき、死亡による損害が3,000万円、傷害による損害が120万円、後遺障害による損害が障害の程度に応じて75万円から4,000万円です。",,,,,,
2025,令和7年度（学科・三答択）,9,single,リスク管理,FP3級;学科;三答択,"先進医療特約では、 （   ） 時点において厚生労働大臣により定められている先進医
療が先進医療給付金の対象となる。",,,,,,申込日,責任開始日,療養を受けた日,,3,FALSE,FALSE,,正解は3です。先進医療特約で給付対象となる先進医療は、療養を受けた時点で厚生労働大臣により定められているものです。契約申込日や責任開始日時点での指定状況ではなく、実際に療養を受けた日で判定します。,,,,,,
2025,令和7年度（学科・三答択）,10,single,リスク管理,FP3級;学科;三答択,"個人年金保険 （保証期間付終身年金） において、 契約者 （＝保険料負担者） 、 被保険者
および年金受取人がＡさんの父親である場合、保証期間内にＡさんの父親が死亡し、残
りの保証期間についてＡさんが受け取る年金の年金受給権は、 （   ） の課税対象とな
る。",,,,,,贈与税,相続税,所得税,,2,FALSE,FALSE,,正解は2です。保証期間付終身年金で、契約者・保険料負担者・被保険者・年金受取人が父親である場合、保証期間内に父親が死亡して子が残りの年金受給権を取得すると、その年金受給権は相続により取得したものとして相続税の課税対象になります。,,,,,,
2025,令和7年度（学科・三答択）,11,single,金融資産運用,FP3級;学科;三答択,"追加型株式投資信託を基準価額11,500円（１万口当たり） で１万口購入した後、 最初の
決算時に１万口当たり700円の収益分配金が支払われ、分配落ち後の基準価額が11,200円
（１万口当たり） となった場合、 その収益分配金のうち、 普通分配金は （ ① ） であり、
元本払戻金（特別分配金）は（ ② ）である。",,,,,,① 300円   ② 400円,① 400円   ② 300円,① 500円   ② 200円,,2,FALSE,FALSE,,"正解は2です。分配落ち前の基準価額は、分配落ち後の基準価額11,200円に分配金700円を加えた11,900円です。個別元本は11,500円なので、個別元本を上回る部分400円が普通分配金、残り300円が元本払戻金、いわゆる特別分配金です。",,,,,,
2025,令和7年度（学科・三答択）,12,single,金融資産運用,FP3級;学科;三答択,"Ｘ社の株価が1,500円、１株当たり純利益が100円、１株当たり純資産（自己資本）が
1,000円である場合、Ｘ社のＲＯＥは、 （   ）である。",,,,,,1.5％,10％,15％,,2,FALSE,FALSE,,"正解は2です。ROEは、1株当たり純利益÷1株当たり純資産×100で求めます。100円÷1,000円×100＝10％です。株価1,500円はPERやPBRの計算で使う数値で、ROEの計算には使いません。",,,,,,
2025,令和7年度（学科・三答択）,13,single,金融資産運用,FP3級;学科;三答択,"異なる２資産からなるポートフォリオにおいて、２資産間の相関係数が（   ） であ
る場合、分散投資によるリスクの低減効果は最大となる。",,,,,,－１,０,＋１,,1,FALSE,FALSE,,正解は1です。2資産間の相関係数が－1の場合、値動きが完全に逆方向となるため、分散投資によるリスク低減効果は最大になります。相関係数が＋1の場合は、分散効果は最も小さくなります。,,,,,,
2025,令和7年度（学科・三答択）,14,single,金融資産運用,FP3級;学科;三答択,"ＮＩＳＡの「成長投資枠」 と 「つみたて投資枠」 を利用して株式投資信託等を保有するこ
とができる上限額（非課税保有限度額）は（ ① ）であり、このうち「成長投資枠」
での保有は（ ② ）が上限となる。",,,,,,"① 1,500万円   ② 1,000万円","① 1,800万円   ② 1,200万円","① 2,000万円   ② 1,500万円",,2,FALSE,FALSE,,"正解は2です。新しいNISAの非課税保有限度額は、成長投資枠とつみたて投資枠を合わせて1,800万円です。このうち成長投資枠で保有できる上限は1,200万円です。",,,,,,
2025,令和7年度（学科・三答択）,15,single,金融資産運用,FP3級;学科;三答択,"預金保険制度による保護の対象となる預金等のうち、定期預金などの一般預金等につ
いては、原則として、１金融機関ごとに預金者１人当たり元本（   ）までとその利
息等が保護される。",,,,,,500万円,"1,000万円","1,500万円",,2,FALSE,FALSE,,"正解は2です。預金保険制度では、決済用預金は全額保護されます。一方、定期預金などの一般預金等は、1金融機関ごとに預金者1人当たり元本1,000万円までとその利息等が保護されます。",,,,,,
2025,令和7年度（学科・三答択）,16,single,タックスプランニング,FP3級;学科;三答択,"所得税における一時所得に係る総収入金額が300万円で、 その収入を得るために支出し
た金額が100万円である場合、 一時所得の金額は （ ① ） となり、 そのうち総所得金額
に算入される金額は（ ② ）となる。",,,,,,① 150万円   ②  50万円,① 150万円   ②  75万円,① 200万円   ② 150万円,,2,FALSE,FALSE,,正解は2です。一時所得の金額は、総収入金額－収入を得るために支出した金額－特別控除額50万円で求めます。300万円－100万円－50万円＝150万円です。総所得金額に算入されるのはその2分の1なので、75万円です。,,,,,,
2025,令和7年度（学科・三答択）,17,single,タックスプランニング,FP3級;学科;三答択,所得税において、国民年金基金に加入して支払った掛金は、 （   ）の対象となる。,,,,,,生命保険料控除,社会保険料控除,小規模企業共済等掛金控除,,2,FALSE,FALSE,,正解は2です。国民年金基金に加入して支払った掛金は、所得税では社会保険料控除の対象です。iDeCoの掛金が小規模企業共済等掛金控除である点と区別します。,,,,,,
2025,令和7年度（学科・三答択）,18,single,タックスプランニング,FP3級;学科;三答択,"所得税において、個人が支払う地震保険の保険料に係る地震保険料控除は、原則とし
て、 （ ① ）を限度として年間支払保険料の（ ② ）が控除額となる。",,,,,,① ５万円   ② 全額,① ５万円   ② ２分の１相当額,① 10万円   ② ２分の１相当額,,1,FALSE,FALSE,,正解は1です。所得税の地震保険料控除は、原則として年間支払保険料の全額が控除対象で、控除限度額は5万円です。旧長期損害保険料に関する経過措置などとは区別します。,,,,,,
2025,令和7年度（学科・三答択）,19,single,タックスプランニング,FP3級;学科;三答択,"住宅ローンを利用して認定長期優良住宅を新築し、新たに所得税における住宅借入金
等特別控除の適用を受ける場合、控除期間は最長で（   ）である。",,,,,,10年,13年,15年,,2,FALSE,FALSE,,正解は2です。住宅ローン控除の控除期間は、住宅の種類や入居年などにより異なりますが、認定長期優良住宅を新築して新たに適用を受ける場合、控除期間は最長13年です。,,,,,,
2025,令和7年度（学科・三答択）,20,single,タックスプランニング,FP3級;学科;三答択,"その年の１月16日以後に新たに事業所得を生ずべき業務を開始した者が、その年分か
ら所得税の青色申告の承認を受けようとする場合、原則として、その業務を開始した日
から（   ）以内に、青色申告承認申請書を納税地の所轄税務署長に提出しなければ
ならない。",,,,,,２カ月,３カ月,６カ月,,1,FALSE,FALSE,,正解は1です。その年の1月16日以後に新たに事業を開始した人が、その年分から青色申告の承認を受けるには、原則として業務開始日から2カ月以内に青色申告承認申請書を提出します。,,,,,,
2025,令和7年度（学科・三答択）,21,single,不動産,FP3級;学科;三答択,"宅地建物取引業法によれば、宅地建物取引業者は、自ら売主となる宅地または建物の
売買契約の締結に際して、取引の相手方が宅地建物取引業者でない場合、代金の額の
（   ）を超える額の手付金を受領することができない。",,,,,,５％,10％,20％,,3,FALSE,FALSE,,正解は3です。宅建業者が自ら売主となり、買主が宅建業者でない場合、売買代金の20％を超える手付金を受領することはできません。消費者保護のための手付金等の制限です。,,,,,,
2025,令和7年度（学科・三答択）,22,single,不動産,FP3級;学科;三答択,"下記の200㎡の土地に建築面積100㎡、 延べ面積150㎡の２階建ての住宅を建築した場合、
当該建物の建蔽率は、 （   ）である。",,,,,,50％,75％,100％,,1,FALSE,FALSE,,正解は1です。建蔽率は、建築面積÷敷地面積×100で求めます。建築面積100m2、敷地面積200m2なので、100m2÷200m2×100＝50％です。延べ面積を使うと容積率の計算になります。,,,,,,
2025,令和7年度（学科・三答択）,23,single,不動産,FP3級;学科;三答択,"建物の区分所有等に関する法律（区分所有法）によれば、共用部分に対する各区分所
有者の共有持分は、各共有者が有する（ ① ）によるものとされており、当該規定は
規約で別段の定めをすることが（ ② ）。",,,,,,① 戸数の総戸数に占める割合   ② できる,① 専有部分の床面積の割合    ② できない,① 専有部分の床面積の割合    ② できる,,3,FALSE,FALSE,,正解は3です。区分所有法では、共用部分に対する各区分所有者の共有持分は、原則として専有部分の床面積の割合によります。ただし、規約で別段の定めをすることができます。,,,,,,
2025,令和7年度（学科・三答択）,24,single,不動産,FP3級;学科;三答択,"個人が土地を譲渡したことによる譲渡所得の金額の計算において、譲渡した土地の取
得費が不明である場合には、譲渡収入金額の（   ）相当額を取得費とすることがで
きる。",,,,,,５％,10％,15％,,1,FALSE,FALSE,,正解は1です。土地や建物の譲渡所得の計算で取得費が不明な場合、概算取得費として譲渡収入金額の5％相当額を取得費とすることができます。実際の取得費が5％相当額より少ない場合にも、概算取得費を使うことができます。,,,,,,
2025,令和7年度（学科・三答択）,25,single,不動産,FP3級;学科;三答択,"被相続人の居住用家屋およびその敷地を単独で相続した被相続人の子が、当該家屋お
よびその敷地を譲渡し、 「被相続人の居住用財産 （空き家） に係る譲渡所得の特別控除の
特例」の適用を受けた場合、譲渡所得の金額の計算上、最高で（   ）を控除するこ
とができる。",,,,,,"1,000万円","2,000万円","3,000万円",,3,FALSE,FALSE,,"正解は3です。被相続人の居住用財産、いわゆる空き家に係る譲渡所得の特別控除の特例を受ける場合、所定の要件を満たせば譲渡所得から最高3,000万円を控除できます。",,,,,,
2025,令和7年度（学科・三答択）,26,single,相続・事業承継,FP3級;学科;三答択,"贈与税の配偶者控除は、婚姻期間が（ ① ）以上である配偶者から居住用不動産の
贈与または居住用不動産を取得するための金銭の贈与を受け、 所定の要件を満たす場合、
贈与税の課税価格から基礎控除額のほかに最高で（ ② ）を控除することができる特
例である。",,,,,,"① 10年   ② 2,500万円","① 10年   ② 2,000万円","① 20年   ② 2,000万円",,3,FALSE,FALSE,,"正解は3です。贈与税の配偶者控除は、婚姻期間20年以上の配偶者から居住用不動産またはその取得資金の贈与を受けた場合に、基礎控除110万円とは別に最高2,000万円を控除できる制度です。",,,,,,
