term,category,tags,short_def,definition,related_terms,legal_basis,importance,explanation,article_title,article_lead,term_detail_body,exam_points,common_mistakes,memory_tip,example_question,example_answer,faq_1_question,faq_1_answer,faq_2_question,faq_2_answer,faq_3_question,faq_3_answer,faq_4_question,faq_4_answer,diagram_id,slug,author_name,reviewer_name,fact_checked_at,primary_sources,content_status
傷害保険,リスク管理,FP3級;用語,急激・偶発・外来の事故による傷害を補償する保険。,急激・偶発・外来の事故による傷害を補償する保険。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
実損払い,リスク管理,FP3級;用語,実際に生じた損害額と同額を保険金として支払う方式。,実際に生じた損害額と同額を保険金として支払う方式。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
新価（再調達価額）,リスク管理,FP3級;用語,損害を受けた建物・家財と同等のものを新たに取得するために必要な金額。,損害を受けた建物・家財と同等のものを新たに取得するために必要な金額。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
時価,リスク管理,FP3級;用語,損害発生時点での物の市場価値（新価から経年減価を差し引いた金額）。,損害発生時点での物の市場価値（新価から経年減価を差し引いた金額）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
超過保険,リスク管理,FP3級;用語,保険金額が保険価額（時価）を超えている状態（超過部分は無効）。,保険金額が保険価額（時価）を超えている状態（超過部分は無効）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
一部保険,リスク管理,FP3級;用語,保険金額が保険価額を下回っている状態（按分比例で保険金が削減される）。,保険金額が保険価額を下回っている状態（按分比例で保険金が削減される）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
損害保険料控除（地震保険料控除）,リスク管理,FP3級;用語,地震保険料を支払った場合に一定額を所得控除できる制度。,地震保険料を支払った場合に一定額を所得控除できる制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
医療保険（第三分野）,リスク管理,FP3級;用語,入院・手術等の医療費を補償する保険で、生命保険会社・損害保険会社どちらでも販売可。,入院・手術等の医療費を補償する保険で、生命保険会社・損害保険会社どちらでも販売可。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
がん保険,リスク管理,FP3級;用語,がんの診断・入院・手術・通院等に対して給付金が支払われる保険。,がんの診断・入院・手術・通院等に対して給付金が支払われる保険。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
介護保険（民間）,リスク管理,FP3級;用語,要介護状態になった際に一時金または年金形式で給付が受けられる保険。,要介護状態になった際に一時金または年金形式で給付が受けられる保険。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
単利,金融資産運用,FP3級;用語,元本のみに利息がつく利息計算方法。,元本のみに利息がつく利息計算方法。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
複利,金融資産運用,FP3級;用語,元本に利息を加えた金額に次期の利息がつく利息計算方法。,元本に利息を加えた金額に次期の利息がつく利息計算方法。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
実質金利,金融資産運用,FP3級;用語,名目金利からインフレ率を差し引いた実際の購買力ベースの金利。,名目金利からインフレ率を差し引いた実際の購買力ベースの金利。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
インフレ（インフレーション）,金融資産運用,FP3級;用語,物価が持続的に上昇する状態。,物価が持続的に上昇する状態。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
デフレ（デフレーション）,金融資産運用,FP3級;用語,物価が持続的に下落する状態。,物価が持続的に下落する状態。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
GDP（国内総生産）,金融資産運用,FP3級;用語,一定期間内に国内で生産された財・サービスの付加価値の総額。,一定期間内に国内で生産された財・サービスの付加価値の総額。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
日銀短観,金融資産運用,FP3級;用語,日本銀行が四半期ごとに発表する企業の業況感調査（短期経済観測調査）。,日本銀行が四半期ごとに発表する企業の業況感調査（短期経済観測調査）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
消費者物価指数（CPI）,金融資産運用,FP3級;用語,家計が購入する財・サービスの価格変動を測る指数。,家計が購入する財・サービスの価格変動を測る指数。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
普通預金,金融資産運用,FP3級;用語,いつでも自由に預け入れ・引き出しができる流動性の高い預金。,いつでも自由に預け入れ・引き出しができる流動性の高い預金。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
定期預金,金融資産運用,FP3級;用語,一定期間預け入れを約束する代わりに普通預金より高金利が得られる預金。,一定期間預け入れを約束する代わりに普通預金より高金利が得られる預金。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
ゆうちょ銀行の預入限度額,金融資産運用,FP3級;用語,"通常貯金と定期性貯金それぞれ1,300万円が上限（合計2,600万円）。","通常貯金と定期性貯金それぞれ1,300万円が上限（合計2,600万円）。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
預金保険制度,金融資産運用,FP3級;用語,"金融機関が破綻した際に預金者を保護する制度（元本1,000万円と利息まで保護）。","金融機関が破綻した際に預金者を保護する制度（元本1,000万円と利息まで保護）。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
決済用預金,金融資産運用,FP3級;用語,無利息・要求払い・決済サービスを条件とする預金で、全額保護される。,無利息・要求払い・決済サービスを条件とする預金で、全額保護される。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
債券,金融資産運用,FP3級;用語,国・地方公共団体・企業等が資金調達のために発行する有価証券。,国・地方公共団体・企業等が資金調達のために発行する有価証券。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
額面金額（元本）,金融資産運用,FP3級;用語,債券の満期時に返還される金額。,債券の満期時に返還される金額。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
クーポン（利率）,金融資産運用,FP3級;用語,債券の額面金額に対して定期的に支払われる利子の割合。,債券の額面金額に対して定期的に支払われる利子の割合。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
最終利回り,金融資産運用,FP3級;用語,債券を現在の価格で購入し満期まで保有した場合の年平均利回り。,債券を現在の価格で購入し満期まで保有した場合の年平均利回り。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
直接利回り,金融資産運用,FP3級;用語,投資金額（購入価格）に対する年間利子収入の割合。,投資金額（購入価格）に対する年間利子収入の割合。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
応募者利回り,金融資産運用,FP3級;用語,新発債を発行価格で購入し満期まで保有した場合の利回り。,新発債を発行価格で購入し満期まで保有した場合の利回り。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
個人向け国債,金融資産運用,FP3級;用語,個人が購入できる国債で、変動10年・固定5年・固定3年の3種類（最低金利保証0.05%）。,個人が購入できる国債で、変動10年・固定5年・固定3年の3種類（最低金利保証0.05%）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
信用リスク（デフォルトリスク）,金融資産運用,FP3級;用語,発行体が利子・元本を支払えなくなるリスク。,発行体が利子・元本を支払えなくなるリスク。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
格付け,金融資産運用,FP3級;用語,格付機関が債券・発行体の信用度をアルファベット等で示した評価。,格付機関が債券・発行体の信用度をアルファベット等で示した評価。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
株式,金融資産運用,FP3級;用語,株式会社が資金調達のために発行する有価証券で、株主は会社の所有者の一員となる。,株式会社が資金調達のために発行する有価証券で、株主は会社の所有者の一員となる。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
配当,金融資産運用,FP3級;用語,企業が利益の一部を株主に分配すること（配当金）。,企業が利益の一部を株主に分配すること（配当金）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
株主優待,金融資産運用,FP3級;用語,企業が株主に対して自社製品・サービス等を提供する制度。,企業が株主に対して自社製品・サービス等を提供する制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
PER（株価収益率）,金融資産運用,FP3級;用語,株価÷1株当たり純利益で算出する指標（低いほど割安の目安）。,株価÷1株当たり純利益で算出する指標（低いほど割安の目安）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
PBR（株価純資産倍率）,金融資産運用,FP3級;用語,株価÷1株当たり純資産で算出する指標（1倍を下回ると解散価値割れ）。,株価÷1株当たり純資産で算出する指標（1倍を下回ると解散価値割れ）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
ROE（自己資本利益率）,金融資産運用,FP3級;用語,当期純利益÷自己資本で算出する指標（株主資本の効率的活用度を示す）。,当期純利益÷自己資本で算出する指標（株主資本の効率的活用度を示す）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
配当利回り,金融資産運用,FP3級;用語,1株当たり配当金÷株価で算出する指標。,1株当たり配当金÷株価で算出する指標。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
配当性向,金融資産運用,FP3級;用語,当期純利益に対する配当金の割合（利益のうち株主に還元する比率）。,当期純利益に対する配当金の割合（利益のうち株主に還元する比率）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
信用取引,金融資産運用,FP3級;用語,証券会社に保証金（委託保証金）を預けて、資金や株式を借りて売買する取引。,証券会社に保証金（委託保証金）を預けて、資金や株式を借りて売買する取引。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
委託保証金,金融資産運用,FP3級;用語,信用取引で必要な保証金（最低30万円、委託保証金率30%以上）。,信用取引で必要な保証金（最低30万円、委託保証金率30%以上）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
空売り,金融資産運用,FP3級;用語,株式を借りて売却し、後に買い戻して返却する取引（株価下落時に利益）。,株式を借りて売却し、後に買い戻して返却する取引（株価下落時に利益）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
時価総額,金融資産運用,FP3級;用語,株価×発行済み株式数で算出する企業の市場における規模を示す指標。,株価×発行済み株式数で算出する企業の市場における規模を示す指標。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
投資信託,金融資産運用,FP3級;用語,多数の投資家から集めた資金を専門家が運用する金融商品。,多数の投資家から集めた資金を専門家が運用する金融商品。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
基準価額,金融資産運用,FP3級;用語,投資信託の1口（1万口）当たりの時価で、原則として毎営業日算出される。,投資信託の1口（1万口）当たりの時価で、原則として毎営業日算出される。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
純資産総額（NAV）,金融資産運用,FP3級;用語,投資信託の全資産から負債を差し引いた時価総額。,投資信託の全資産から負債を差し引いた時価総額。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
運用管理費用（信託報酬）,金融資産運用,FP3級;用語,投資信託の保有期間中に継続的にかかる運用・管理コスト（年率表示）。,投資信託の保有期間中に継続的にかかる運用・管理コスト（年率表示）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
購入時手数料（販売手数料）,金融資産運用,FP3級;用語,投資信託購入時にかかるコスト（ノーロードファンドは無料）。,投資信託購入時にかかるコスト（ノーロードファンドは無料）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
信託財産留保額,金融資産運用,FP3級;用語,投資信託解約時に運用資産から差し引かれる費用（残存投資家保護のため）。,投資信託解約時に運用資産から差し引かれる費用（残存投資家保護のため）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
インデックスファンド（パッシブ型）,金融資産運用,FP3級;用語,特定の株価指数等に連動することを目標とする投資信託。,特定の株価指数等に連動することを目標とする投資信託。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
アクティブファンド,金融資産運用,FP3級;用語,ベンチマーク（指標）を上回る運用成果を目標とする投資信託。,ベンチマーク（指標）を上回る運用成果を目標とする投資信託。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
ETF（上場投資信託）,金融資産運用,FP3級;用語,証券取引所に上場され、株式と同様にリアルタイムで売買できる投資信託。,証券取引所に上場され、株式と同様にリアルタイムで売買できる投資信託。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
ドルコスト平均法,金融資産運用,FP3級;用語,一定額を定期的に投資することで購入単価を平均化するリスク低減手法。,一定額を定期的に投資することで購入単価を平均化するリスク低減手法。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
分散投資,金融資産運用,FP3級;用語,資産・地域・時間等を分散して投資することでリスクを低減する手法。,資産・地域・時間等を分散して投資することでリスクを低減する手法。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
相関係数,金融資産運用,FP3級;用語,2つの資産の価格変動の相関度を示す指標（-1〜+1で低いほど分散効果大）。,2つの資産の価格変動の相関度を示す指標（-1〜+1で低いほど分散効果大）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
NISA（少額投資非課税制度）,金融資産運用,FP3級;用語,一定額の投資から生じる利益・配当を非課税にする制度（2024年から新NISA）。,一定額の投資から生じる利益・配当を非課税にする制度（2024年から新NISA）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
つみたて投資枠（新NISA）,金融資産運用,FP3級;用語,新NISAの積立専用枠で年間120万円まで投資可能、非課税保有期間は無制限。,新NISAの積立専用枠で年間120万円まで投資可能、非課税保有期間は無制限。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
成長投資枠（新NISA）,金融資産運用,FP3級;用語,新NISAの個別株等購入可能枠で年間240万円まで投資可能。,新NISAの個別株等購入可能枠で年間240万円まで投資可能。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
生涯非課税限度額（新NISA）,金融資産運用,FP3級;用語,"新NISAの非課税投資枠の上限で1,800万円（うち成長投資枠は1,200万円）。","新NISAの非課税投資枠の上限で1,800万円（うち成長投資枠は1,200万円）。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
為替レート,金融資産運用,FP3級;用語,異なる通貨間の交換比率。,異なる通貨間の交換比率。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
円高,金融資産運用,FP3級;用語,円の対外貨価値が高くなること（例：1ドル=100円→90円）。,円の対外貨価値が高くなること（例：1ドル=100円→90円）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
円安,金融資産運用,FP3級;用語,円の対外貨価値が低くなること（例：1ドル=100円→110円）。,円の対外貨価値が低くなること（例：1ドル=100円→110円）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
TTB（対顧客電信買レート）,金融資産運用,FP3級;用語,銀行が顧客から外貨を買い取る際のレート（円転時に適用）。,銀行が顧客から外貨を買い取る際のレート（円転時に適用）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
TTS（対顧客電信売レート）,金融資産運用,FP3級;用語,銀行が顧客に外貨を売る際のレート（外貨購入時に適用）。,銀行が顧客に外貨を売る際のレート（外貨購入時に適用）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
TTM（仲値）,金融資産運用,FP3級;用語,TTS・TTBの基準となるレートで原則毎営業日の午前10時に決定。,TTS・TTBの基準となるレートで原則毎営業日の午前10時に決定。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
先物取引,金融資産運用,FP3級;用語,将来の一定期日に一定価格で売買することをあらかじめ約束する取引。,将来の一定期日に一定価格で売買することをあらかじめ約束する取引。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
オプション取引,金融資産運用,FP3級;用語,ある資産を将来の一定期日に一定価格で売買する権利を売買する取引。,ある資産を将来の一定期日に一定価格で売買する権利を売買する取引。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
コール・オプション,金融資産運用,FP3級;用語,原資産を一定価格で買う権利。,原資産を一定価格で買う権利。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
プット・オプション,金融資産運用,FP3級;用語,原資産を一定価格で売る権利。,原資産を一定価格で売る権利。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
所得税,タックスプランニング,FP3級;用語,個人の所得に対してかかる国税で、超過累進税率が適用される。,個人の所得に対してかかる国税で、超過累進税率が適用される。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
住民税,タックスプランニング,FP3級;用語,都道府県・市区町村が課税する地方税で、所得割と均等割から成る。,都道府県・市区町村が課税する地方税で、所得割と均等割から成る。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
所得控除,タックスプランニング,FP3級;用語,課税所得を計算する際に所得金額から差し引くことができる控除。,課税所得を計算する際に所得金額から差し引くことができる控除。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
税額控除,タックスプランニング,FP3級;用語,計算された税額から直接差し引くことができる控除（所得控除より節税効果大）。,計算された税額から直接差し引くことができる控除（所得控除より節税効果大）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
課税所得金額,タックスプランニング,FP3級;用語,総所得金額から所得控除合計額を差し引いた金額で、税額計算の基礎となる。,総所得金額から所得控除合計額を差し引いた金額で、税額計算の基礎となる。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
超過累進税率,タックスプランニング,FP3級;用語,所得が高くなるほど高い税率が課される課税方式（段階的に適用）。,所得が高くなるほど高い税率が課される課税方式（段階的に適用）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
源泉徴収,タックスプランニング,FP3級;用語,給与等の支払時に支払者が税金を差し引いて税務署に納付する制度。,給与等の支払時に支払者が税金を差し引いて税務署に納付する制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
年末調整,タックスプランニング,FP3級;用語,給与所得者の1年間の所得税を確定し、源泉徴収税額との過不足を精算する手続き。,給与所得者の1年間の所得税を確定し、源泉徴収税額との過不足を精算する手続き。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
確定申告,タックスプランニング,FP3級;用語,1年間の所得・税額を計算して税務署に申告・納税する手続き。,1年間の所得・税額を計算して税務署に申告・納税する手続き。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
給与所得,タックスプランニング,FP3級;用語,勤務先から受け取る給与・賞与等の所得（給与収入から給与所得控除を差し引いた金額）。,勤務先から受け取る給与・賞与等の所得（給与収入から給与所得控除を差し引いた金額）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
給与所得控除,タックスプランニング,FP3級;用語,給与収入金額に応じて設定される概算の必要経費控除（最低55万円）。,給与収入金額に応じて設定される概算の必要経費控除（最低55万円）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
事業所得,タックスプランニング,FP3級;用語,農業・漁業・製造業・商業・サービス業等の事業から生じる所得。,農業・漁業・製造業・商業・サービス業等の事業から生じる所得。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
不動産所得,タックスプランニング,FP3級;用語,土地・建物・船舶等の賃貸から生じる所得。,土地・建物・船舶等の賃貸から生じる所得。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
利子所得,タックスプランニング,FP3級;用語,預貯金・公社債等の利子から生じる所得（原則20.315%の源泉分離課税）。,預貯金・公社債等の利子から生じる所得（原則20.315%の源泉分離課税）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
配当所得,タックスプランニング,FP3級;用語,株式・出資の配当等から生じる所得（申告分離課税または総合課税を選択可）。,株式・出資の配当等から生じる所得（申告分離課税または総合課税を選択可）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
譲渡所得,タックスプランニング,FP3級;用語,資産の譲渡（売却）から生じる所得。,資産の譲渡（売却）から生じる所得。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
退職所得,タックスプランニング,FP3級;用語,退職金・一時恩給等から生じる所得（退職所得控除後に2分の1して課税）。,退職金・一時恩給等から生じる所得（退職所得控除後に2分の1して課税）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
退職所得控除,タックスプランニング,FP3級;用語,退職所得計算時の控除額（勤続20年以下：40万円×勤続年数、20年超：800万円＋70万円×超過年数）。,退職所得計算時の控除額（勤続20年以下：40万円×勤続年数、20年超：800万円＋70万円×超過年数）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
山林所得,タックスプランニング,FP3級;用語,山林を取得後5年超経過後に伐採・譲渡した場合の所得（5分5乗方式で課税）。,山林を取得後5年超経過後に伐採・譲渡した場合の所得（5分5乗方式で課税）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
一時所得,タックスプランニング,FP3級;用語,継続的でない偶発的な所得（生命保険満期金・競馬の払戻金等）（特別控除50万円・2分の1課税）。,継続的でない偶発的な所得（生命保険満期金・競馬の払戻金等）（特別控除50万円・2分の1課税）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
雑所得,タックスプランニング,FP3級;用語,他の9種類の所得に当てはまらない所得（年金・副業収入等）。,他の9種類の所得に当てはまらない所得（年金・副業収入等）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
基礎控除,タックスプランニング,FP3級;用語,"合計所得金額2,500万円以下の全ての人が受けられる所得控除（原則48万円）。","合計所得金額2,500万円以下の全ての人が受けられる所得控除（原則48万円）。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
配偶者控除,タックスプランニング,FP3級;用語,配偶者の合計所得金額が48万円以下の場合に受けられる所得控除（最大38万円）。,配偶者の合計所得金額が48万円以下の場合に受けられる所得控除（最大38万円）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
配偶者特別控除,タックスプランニング,FP3級;用語,配偶者の合計所得金額が48万円超133万円以下の場合に受けられる段階的な所得控除。,配偶者の合計所得金額が48万円超133万円以下の場合に受けられる段階的な所得控除。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
扶養控除,タックスプランニング,FP3級;用語,生計を一にする扶養親族がいる場合に受けられる所得控除（一般扶養：38万円等）。,生計を一にする扶養親族がいる場合に受けられる所得控除（一般扶養：38万円等）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
社会保険料控除,タックスプランニング,FP3級;用語,支払った社会保険料の全額を所得から控除できる制度。,支払った社会保険料の全額を所得から控除できる制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
医療費控除,タックスプランニング,FP3級;用語,一定額を超えた医療費を所得から控除できる制度（総所得金額等の5%または10万円を超えた部分）。,一定額を超えた医療費を所得から控除できる制度（総所得金額等の5%または10万円を超えた部分）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
セルフメディケーション税制,タックスプランニング,FP3級;用語,"一定のOTC医薬品の購入費用が年間12,000円を超えた場合に所得控除できる制度。","一定のOTC医薬品の購入費用が年間12,000円を超えた場合に所得控除できる制度。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
寄附金控除,タックスプランニング,FP3級;用語,国・地方公共団体等への寄附金を所得から控除できる制度。,国・地方公共団体等への寄附金を所得から控除できる制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
ふるさと納税,タックスプランニング,FP3級;用語,任意の地方公共団体への寄附で、返礼品を受け取りつつ一定額が税額控除される制度。,任意の地方公共団体への寄附で、返礼品を受け取りつつ一定額が税額控除される制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
小規模企業共済等掛金控除,タックスプランニング,FP3級;用語,iDeCoの掛金・小規模企業共済の掛金を全額所得控除できる制度。,iDeCoの掛金・小規模企業共済の掛金を全額所得控除できる制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
障害者控除,タックスプランニング,FP3級;用語,本人または扶養親族が障害者の場合に受けられる所得控除（一般障害者：27万円等）。,本人または扶養親族が障害者の場合に受けられる所得控除（一般障害者：27万円等）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
住宅ローン控除（住宅借入金等特別控除）,タックスプランニング,FP3級;用語,住宅ローンの年末残高の一定割合を所得税額から控除できる税額控除制度。,住宅ローンの年末残高の一定割合を所得税額から控除できる税額控除制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
青色申告,タックスプランニング,FP3級;用語,一定の帳簿書類を備え正規の簿記で記録する申告方法（青色申告特別控除等が受けられる）。,一定の帳簿書類を備え正規の簿記で記録する申告方法（青色申告特別控除等が受けられる）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
青色申告特別控除,タックスプランニング,FP3級;用語,青色申告者が受けられる所得控除（e-Tax・複式簿記利用で最大65万円）。,青色申告者が受けられる所得控除（e-Tax・複式簿記利用で最大65万円）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
損益通算,タックスプランニング,FP3級;用語,特定の所得の損失を他の所得の利益と相殺できる制度。,特定の所得の損失を他の所得の利益と相殺できる制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
純損失の繰越控除,タックスプランニング,FP3級;用語,青色申告者が損益通算しても残った損失を翌年以降3年間繰り越して控除できる制度。,青色申告者が損益通算しても残った損失を翌年以降3年間繰り越して控除できる制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
申告分離課税,タックスプランニング,FP3級;用語,他の所得と分離して一定税率で申告・課税する方式（株式譲渡所得等：20.315%）。,他の所得と分離して一定税率で申告・課税する方式（株式譲渡所得等：20.315%）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
源泉分離課税,タックスプランニング,FP3級;用語,支払時に源泉徴収されることで課税関係が完結する方式。,支払時に源泉徴収されることで課税関係が完結する方式。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
復興特別所得税,タックスプランニング,FP3級;用語,東日本大震災の復興財源として所得税額に2.1%を乗じて課税される税（2037年まで）。,東日本大震災の復興財源として所得税額に2.1%を乗じて課税される税（2037年まで）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
不動産登記,不動産,FP3級;用語,不動産の所在・面積・権利関係等を登記簿に記録する制度。,不動産の所在・面積・権利関係等を登記簿に記録する制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
表題部,不動産,FP3級;用語,登記簿の不動産の物理的現況（所在・地番・地目・地積等）を記録する部分。,登記簿の不動産の物理的現況（所在・地番・地目・地積等）を記録する部分。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
権利部（甲区）,不動産,FP3級;用語,登記簿の所有権に関する事項を記録する部分。,登記簿の所有権に関する事項を記録する部分。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
権利部（乙区）,不動産,FP3級;用語,登記簿の所有権以外の権利（抵当権・地上権等）を記録する部分。,登記簿の所有権以外の権利（抵当権・地上権等）を記録する部分。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
公示地価,不動産,FP3級;用語,国土交通省が毎年1月1日時点の標準地の1㎡当たりの価格を公示したもの（取引の目安）。,国土交通省が毎年1月1日時点の標準地の1㎡当たりの価格を公示したもの（取引の目安）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
基準地価,不動産,FP3級;用語,都道府県が毎年7月1日時点の標準地の価格を発表したもの。,都道府県が毎年7月1日時点の標準地の価格を発表したもの。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
路線価,不動産,FP3級;用語,国税庁が相続税・贈与税計算のために毎年発表する道路に面した土地の1㎡当たりの価格（公示価格の約80%）。,国税庁が相続税・贈与税計算のために毎年発表する道路に面した土地の1㎡当たりの価格（公示価格の約80%）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
固定資産税評価額,不動産,FP3級;用語,市区町村が固定資産税課税のために評価した土地・建物の価格（公示価格の約70%）。,市区町村が固定資産税課税のために評価した土地・建物の価格（公示価格の約70%）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
実勢価格,不動産,FP3級;用語,実際に売買される際の市場価格。,実際に売買される際の市場価格。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
宅地建物取引業者（宅建業者）,不動産,FP3級;用語,宅地・建物の売買・賃貸の媒介等を業として行う国土交通大臣または知事の免許業者。,宅地・建物の売買・賃貸の媒介等を業として行う国土交通大臣または知事の免許業者。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
